facility_id,aspen_facid,status,certification_type,county,fips_county_code,participation_date,approval_date,type_of_care,critical_access,facility_name,address,city,zip,latitude,longitude,contact_email,contact_phone,num_beds,in_psps_zone,in_fire_zone,in_earthquake_zone,proximity_to_dispatch_center,outage_likelihood_score,google_map_link
120001526,CA040001088,OPEN,LICENSED AND CERTIFIED,TULARE,6107,35192.0,45523.0,,,LINDSAY GARDENS NURSING & REHABILITATION,1011 W TULARE RD,LINDSAY,93247,36.211068,-119.1063015,RILEY.BENNETT@LINDSAYGARDENSHC.COM,(559) 562-0055,99,,,,,,"https://www.google.com/maps/search/?api=1&query=36.211068,-119.1063015"
140000003,CA020000003,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,27181.0,,,,DELTA VIEW POST ACUTE,1210 A STREET,ANTIOCH,94509,38.009142,-121.806612,MATT.HADLEY@LONETREEPA.COM,(925) 757-8787,99,,,,,,"https://www.google.com/maps/search/?api=1&query=38.009142,-121.806612"
140000023,CA020000023,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,27760.0,45534.0,,,BAYBERRY SKILLED NURSING & HEALTHCARE CENTER,1800 ADOBE STREET,CONCORD,94520,37.976877,-122.038794,PRABJOTKAURDHADDEY@LIFEGEN.NET,(925) 825-1300,99,,,,,,"https://www.google.com/maps/search/?api=1&query=37.976877,-122.038794"
140000030,CA020000030,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,26571.0,45495.0,,,SAN PABLO HEALTHCARE & WELLNESS CENTER,13328 SAN PABLO AVENUE,SAN PABLO,94806,37.954548,-122.3336475,ADMINISTRATOR@SANPABLOHC.COM,(510) 235-3720,108,,,,,,"https://www.google.com/maps/search/?api=1&query=37.954548,-122.3336475"
140000038,CA020000038,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,27375.0,45573.0,,,GREENRIDGE POST-ACUTE,2150 PYRAMID DRIVE,EL SOBRANTE,94803,37.960011,-122.2988175,PATRICKB@ASPENHEALTH.COM,(510) 758-9600,60,,,,,,"https://www.google.com/maps/search/?api=1&query=37.960011,-122.2988175"
140000049,CA020000049,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,36235.0,45720.0,,,RICHMOND POST ACUTE CARE,955 23RD STREET,RICHMOND,94804,37.946268,-122.347872,DARRELLP@RICHMONDPOSTACUTE.COM,(510) 237-5182,34,,,,,,"https://www.google.com/maps/search/?api=1&query=37.946268,-122.347872"
140000051,CA020000051,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,27180.0,45309.0,,,LA CASA VIA TRANSITIONAL CARE CENTER,1449 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,37.912212,-122.0443965,JCDAVIS@ASPENHEALTH.COM,(925) 939-5820,97,,,,,,"https://www.google.com/maps/search/?api=1&query=37.912212,-122.0443965"
140000061,CA020000061,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,26767.0,45481.0,,,VALE HEALTHCARE CENTER,13484 SAN PABLO AVENUE,SAN PABLO,94806,37.955871,-122.3347635,DEBORAH.NOYES@MARINERHEALTHCARE.COM,(510) 232-5945,202,,,,,,"https://www.google.com/maps/search/?api=1&query=37.955871,-122.3347635"
140000062,CA020000062,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,29526.0,45352.0,,,DIABLO VALLEY POST ACUTE,3806 CLAYTON ROAD,CONCORD,94521,37.967346,-122.0060655,TRACI.HAMILTON@DIABLOVALLEYPA.COM,(925) 689-2266,190,,,,,,"https://www.google.com/maps/search/?api=1&query=37.967346,-122.0060655"
140000078,CA020000078,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,25758.0,45083.0,,,TAMPICO HEALTHCARE CENTER,130 TAMPICO STREET,WALNUT CREEK,94598,37.9107,-122.0449905,ADMINISTRATOR@TAMPICOHCC.COM,(925) 933-7970,128,,,,,,"https://www.google.com/maps/search/?api=1&query=37.9107,-122.0449905"
140000080,CA020000080,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,24716.0,45391.0,,,SHIELDS RICHMOND NURSING CENTER,1919 CUTTING BOULEVARD,RICHMOND,94804,37.925577,-122.350851,JACQUES@SHIELDSNURSINGCENTERS.COM,(510) 233-8513,84,,,,,,"https://www.google.com/maps/search/?api=1&query=37.925577,-122.350851"
140000081,CA020000081,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,25612.0,45636.0,,,MORAGA POST ACUTE,348 RHEEM BOULEVARD,MORAGA,94556,37.860966,-122.1287805,CRAIG.BILLS@MORAGAPA.COM,(925) 376-5995,49,,,,,,"https://www.google.com/maps/search/?api=1&query=37.860966,-122.1287805"
140000082,CA020000082,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,28307.0,,SUBACUTE - ADULT,,WINDSOR ROSEWOOD CARE CENTER,1911 OAK PARK BOULEVARD,PLEASANT HILL,94523,37.9332,-122.074713,ADMINISTRATOR@WINDSORROSEWOOD.COM,(925) 935-6630,113,,,,,,"https://www.google.com/maps/search/?api=1&query=37.9332,-122.074713"
140000083,CA020000083,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,29434.0,,SUBACUTE - ADULT,,WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER,1224 ROSSMOOR PARKWAY,WALNUT CREEK,94595,37.877661,-122.068332,DOLLYBINDRA@LIFEGEN.NET,(925) 719-8883,180,,,,,,"https://www.google.com/maps/search/?api=1&query=37.877661,-122.068332"
140000086,CA020000086,OPEN,LICENSED AND CERTIFIED,ALAMEDA,6001,26863.0,45498.0,,,PLEASANTON NURSING AND REHABILITATION CENTER,300 NEAL STREET,PLEASANTON,94566,37.658961,-121.8717315,EDJOHNSON@LIFEGEN.NET,(925) 462-2400,139,,,,,,"https://www.google.com/maps/search/?api=1&query=37.658961,-121.8717315"
140000092,CA020000092,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,24672.0,,,,"ORINDA CARE CENTER, LLC",11 ALTARINDA ROAD,ORINDA,94563,37.883097,-122.1841845,ADMINISTRATOR@REDWOODHCC.COM,(925) 254-6500,47,,,,,,"https://www.google.com/maps/search/?api=1&query=37.883097,-122.1841845"
140000096,CA020000096,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,26115.0,45462.0,,,PLEASANT HILL POST ACUTE,1625 OAK PARK BOULEVARD,PLEASANT HILL,94523,37.932858,-122.0633505,MATTHADLEY2@GMAIL.COM,(925) 935-5222,51,,,,,,"https://www.google.com/maps/search/?api=1&query=37.932858,-122.0633505"
140000102,CA020000102,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,35381.0,45706.0,,,LEGACY POST ACUTE CARE,1790 MUIR ROAD,MARTINEZ,94553,37.989216,-122.09076,ADMINISTRATOR@THELPAC.COM,(925) 228-8383,96,,,,,,"https://www.google.com/maps/search/?api=1&query=37.989216,-122.09076"
140000105,CA020000105,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,29166.0,45308.0,,,LONE TREE POST ACUTE,4001 LONE TREE WAY,ANTIOCH,94509,37.980504,-121.8046365,MATT.HADLEY@LONETREEPA.COM,(925) 754-0470,99,,,,,,"https://www.google.com/maps/search/?api=1&query=37.980504,-121.8046365"
140000121,CA020000121,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,24473.0,,,,WILLOW PASS HEALTHCARE CENTER,3318 WILLOW PASS ROAD,CONCORD,94519,37.982196,-122.0169645,BINOY.EPHREM@WILLOWPASSHC.NET,(925) 689-9222,83,,,,,,"https://www.google.com/maps/search/?api=1&query=37.982196,-122.0169645"
140000122,CA020000122,OPEN,LICENSED AND CERTIFIED,ALAMEDA,6001,24473.0,,,,THE VINEYARDS HEALTHCARE CENTER,76 FENTON STREET,LIVERMORE,94550,37.676934,-121.782978,LISA.FOSTER@LINKSHEALTH.COM,(925) 443-1800,83,,,,,,"https://www.google.com/maps/search/?api=1&query=37.676934,-121.782978"
140000130,CA020000130,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,32629.0,45617.0,,,DANVILLE POST ACUTE REHABILITATION,336 DIABLO ROAD,DANVILLE,94526,37.82331,-121.996935,RENEWALS@ENSIGNSERVICES.NET,(925) 837-4566,54,,,,,,"https://www.google.com/maps/search/?api=1&query=37.82331,-121.996935"
140000136,CA020000136,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,28901.0,45426.0,,,CONCORD POST ACUTE,1050 SAN MIGUEL ROAD,CONCORD,94518,37.95759,-122.025681,FORREST.ALLEN@SANMIGUELPA.COM,(925) 825-4280,190,,,,,,"https://www.google.com/maps/search/?api=1&query=37.95759,-122.025681"
140000138,CA020000138,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,25610.0,45498.0,SUBACUTE - ADULT,,CREEKSIDE HEALTHCARE CENTER,1900 CHURCH LANE,SAN PABLO,94806,37.956699,-122.3405865,JCROTICH@MARINERHEALTHCARE.COM,(510) 235-5514,80,,,,,,"https://www.google.com/maps/search/?api=1&query=37.956699,-122.3405865"
140000321,CA020000321,OPEN,LICENSED AND CERTIFIED,ALAMEDA,6001,28065.0,45587.0,,,ALAMEDA COUNTY MEDICAL CENTER D/P SNF,15400 FOOTHILL BOULEVARD,SAN LEANDRO,94578,37.707795,-122.11884,,(510) 895-4200,109,,,,,,"https://www.google.com/maps/search/?api=1&query=37.707795,-122.11884"
140000396,CA020000396,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,32645.0,45310.0,,,SHIELDS NURSING CENTER,3230 CARLSON BOULEVARD,EL CERRITO,94530,37.901421,-122.303853,ANGIE@SHIELDSNURSINGCENTERS.COM,(510) 525-3212,45,,,,,,"https://www.google.com/maps/search/?api=1&query=37.901421,-122.303853"
140000564,CA020000564,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,32052.0,45618.0,,,DIAMOND RIDGE HEALTHCARE CENTER,2351 LOVERIDGE ROAD,PITTSBURG,94565,38.005425,-121.8699585,ADMIN@DIAMONDRIDGEHEALTHCARE.COM,(925) 427-4444,120,,,,,,"https://www.google.com/maps/search/?api=1&query=38.005425,-121.8699585"
140000574,CA020000574,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,32119.0,45695.0,,,ALHAMBRA POST ACUTE,331 ILENE STREET,MARTINEZ,94553,38.008377,-122.1333345,ADMINISTRATOR@MARTINEZHCC.COM,,44,,,,,,"https://www.google.com/maps/search/?api=1&query=38.008377,-122.1333345"
140000626,CA140000199,OPEN,LICENSED ONLY,ALAMEDA,6001,,,,,STANFORD HEALTH CARE TRI-VALLEY D/P SNF,1111 E STANLEY BOULEVARD,LIVERMORE,94550,37.67706,-121.78179,,(925) 447-7000,26,,,,,,"https://www.google.com/maps/search/?api=1&query=37.67706,-121.78179"
140000686,CA020000686,OPEN,LICENSED AND CERTIFIED,ALAMEDA,6001,32666.0,45695.0,SUBACUTE - ADULT,,ALAMEDA HOSPITAL D/P SNF,2070 CLINTON AVENUE,ALAMEDA,94501,37.76319,-122.2540155,RAESPINOZA@ALAMEDAHEALTHSYSTEM.ORG,(510) 814-4647,35,,,,,,"https://www.google.com/maps/search/?api=1&query=37.76319,-122.2540155"
140000733,CA020000733,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,33017.0,,,,STONEBROOK HEALTHCARE CENTER,4367 CONCORD BOULEVARD,CONCORD,94521,37.975923,-121.984479,YVETTE@STONEBROOKHC.COM,(925) 689-7457,120,,,,,,"https://www.google.com/maps/search/?api=1&query=37.975923,-121.984479"
140000745,CA020000745,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,33247.0,,,,ROSSMOOR POST ACUTE,1226 ROSSMOOR PARKWAY,WALNUT CREEK,94595,37.878723,-122.069187,ALEXANDRA.SHARMA@ROSSMOORPA.COM,(925) 975-5000,155,,,,,,"https://www.google.com/maps/search/?api=1&query=37.878723,-122.069187"
140000962,CA020000962,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,27039.0,45586.0,,,PITTSBURG SKILLED NURSING CENTER,535 SCHOOL STREET,PITTSBURG,94565,38.020167,-121.879494,DAVID.DEGUZMAN@PITTSBURGSNC.COM,(925) 432-3831,49,,,,,,"https://www.google.com/maps/search/?api=1&query=38.020167,-121.879494"
140001126,CA020001126,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,35649.0,45646.0,,,TICE VALLEY POST ACUTE,1975 TICE VALLEY BOULEVARD,WALNUT CREEK,94595,37.876662,-122.074263,TYLER.MACPHERSON@TICEVALLEYPA.COM,(925) 906-0200,120,,,,,,"https://www.google.com/maps/search/?api=1&query=37.876662,-122.074263"
140001185,CA020000117,OPEN,LICENSED AND CERTIFIED,CONTRA COSTA,6013,24473.0,45674.0,CCRC,,THE REUTLINGER COMMUNITY,4000 CAMINO TASSAJARA,DANVILLE,94506,37.798704,-121.9061295,VBAZLEY@BRIDGE2LIFEHC.COM,(951) 928-0494,60,,,,,,"https://www.google.com/maps/search/?api=1&query=37.798704,-121.9061295"
140001278,CA11000000048,OPEN,LICENSED AND CERTIFIED,SONOMA,6097,24289.0,42790.0,,,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL D/P SNF,151 SOTOYOME ST,SANTA ROSA,95405,38.441745,-122.7024045,,(707) 542-2771,31,,,,,,"https://www.google.com/maps/search/?api=1&query=38.441745,-122.7024045"
140001291,CA020000108,OPEN,LICENSED AND CERTIFIED,ALAMEDA,6001,32715.0,45413.0,,,AVONDALE VILLA POST-ACUTE,788 HOLMES STREET,LIVERMORE,94550,37.673028,-121.7797965,ISABEL.PODEROSO@LINKSHEALTH.COM,(925) 447-2280,37,,,,,,"https://www.google.com/maps/search/?api=1&query=37.673028,-121.7797965"
150001228,CA010000365,OPEN,LICENSED AND CERTIFIED,NAPA,6055,30847.0,45435.0,,,DEPARTMENT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HWY,NAPA,94558,38.278035,-122.266836,TENNILLE.TUNE@DSH.CA.GOV,(707) 253-5014,36,,,,,,"https://www.google.com/maps/search/?api=1&query=38.278035,-122.266836"
150001231,CA010000372,OPEN,LICENSED AND CERTIFIED,NAPA,6055,28703.0,,,,VETERANS HOME OF CALIFORNIA - YOUNTVILLE,100 CALIFORNIA DR,YOUNTVILLE,94599,38.392335,-122.36643,JAY.CADDELL@CALVET.CA.GOV,(707) 944-4520,274,,,,,,"https://www.google.com/maps/search/?api=1&query=38.392335,-122.36643"
170001860,CA930001631,OPEN,LICENSED AND CERTIFIED,LOS ANGELES,6037,36020.0,45617.0,,,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,11401 SOUTH BLOOMFIELD AVE,NORWALK,90650,33.92419547,-118.0640232,CHRISTOPHER.BLEBU@DSH.CA.GOV,(562) 863-7011,102,,,,,,"https://www.google.com/maps/search/?api=1&query=33.92419547,-118.0640232"
170001867,CA17001867,OPEN,LICENSED AND CERTIFIED,SAN BERNARDINO,6071,39749.0,45460.0,,,VETERANS HOME OF CALIFORNIA - BARSTOW,100 VETERANS PKWY,BARSTOW,92311,34.86797861,-117.0264517,LARRY.PANGILINAN@CALVET.CA.GOV,(760) 252-6200,60,,,,,,"https://www.google.com/maps/search/?api=1&query=34.86797861,-117.0264517"
170001870,CA090001573,OPEN,LICENSED AND CERTIFIED,SAN DIEGO,6073,37455.0,45707.0,,,VETERANS HOME OF CALIFORNIA - CHULA VISTA,700 E NAPLES CT,CHULA VISTA,91911,32.621283,-117.023247,JIM.MILLER@CALVET.CA.GOV,(619) 482-6023,180,,,,,,"https://www.google.com/maps/search/?api=1&query=32.621283,-117.023247"
170001882,CA170001882,OPEN,LICENSED ONLY,MADERA,6039,,,,,PARIS-LAMB HEALTH CENTER,23370 ROAD 22,CHOWCHILLA,93610,37.090683,-120.1564395,SELENA.VELA@CDCR.CA.GOV,(559) 665-5531,38,,,,,,"https://www.google.com/maps/search/?api=1&query=37.090683,-120.1564395"
220000020,CA220000020,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,25965.0,45629.0,,,LAWTON SKILLED NURSING & REHABILITATION CENTER,1575 7TH AVE,SAN FRANCISCO,94122,37.758942,-122.4641025,DANDALY@LIFEGEN.NET,(415) 566-1200,68,,,,,,"https://www.google.com/maps/search/?api=1&query=37.758942,-122.4641025"
220000039,CA220000039,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,26298.0,,,,SAN FRANCISCO HEALTH CARE,1477 GROVE ST,SAN FRANCISCO,94117,37.775286,-122.4407295,GENERALCONTACT@SFHCR.COM,(415) 563-0565,168,,,,,,"https://www.google.com/maps/search/?api=1&query=37.775286,-122.4407295"
220000041,CA220000041,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,24473.0,45621.0,,,BROOKSIDE SKILLED NURSING HOSPITAL,2620 FLORES ST,SAN MATEO,94403,37.542537,-122.3069625,ADMIN@BROOKSIDENURSING.COM,(650) 349-2161,96,,,,,,"https://www.google.com/maps/search/?api=1&query=37.542537,-122.3069625"
220000042,CA220000007,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,24289.0,45686.0,,,BURLINGAME SKILLED NURSING D/P SNF,1100 TROUSDALE DR,BURLINGAME,94010,37.595502,-122.3827875,,(650) 692-3758,281,,,,,,"https://www.google.com/maps/search/?api=1&query=37.595502,-122.3827875"
220000045,CA220000045,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,35110.0,45681.0,,,BELMONT HEALTHCARE CENTER,2140 CARLMONT DR,BELMONT,94002,37.509777,-122.294916,RYAN@SPYGLASSHC.COM,(650) 591-9601,74,,,,,,"https://www.google.com/maps/search/?api=1&query=37.509777,-122.294916"
220000046,CA220000046,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,24473.0,,,,CENTRAL GARDENS POST ACUTE,1355 ELLIS ST,SAN FRANCISCO,94115,37.782594,-122.4285795,MATT.RUSSELL@VICTORIANPA.COM,(415) 567-2967,92,,,,,,"https://www.google.com/maps/search/?api=1&query=37.782594,-122.4285795"
220000047,CA2200047,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,38505.0,,,,ATHERTON PARK POST-ACUTE,1275 CRANE ST,MENLO PARK,94025,37.452195,-122.188032,JNABROTZKY@KALESTAHC.COM,(650) 325-8600,160,,,,,,"https://www.google.com/maps/search/?api=1&query=37.452195,-122.188032"
220000048,CA220000048,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,28369.0,45686.0,,,SAN FRANCISCO POST ACUTE,5767 MISSION ST,SAN FRANCISCO,94112,37.709505,-122.449509,NEIL.SAMIA@SFPOSTACUTE.COM,(415) 584-3294,53,,,,,,"https://www.google.com/maps/search/?api=1&query=37.709505,-122.449509"
220000053,CA220000053,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,38299.0,45727.0,,,DEVONSHIRE OAKS NURSING CENTER,3635 JEFFERSON AVE,REDWOOD CITY,94062,37.4643,-122.252841,ADMINISTRATOR@DEVONSHIREOAKSNC.COM,(650) 366-9503,38,,,,,,"https://www.google.com/maps/search/?api=1&query=37.4643,-122.252841"
220000056,CA220000056,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,28856.0,45663.0,,,HAYES CONVALESCENT HOSPITAL,1250 HAYES ST,SAN FRANCISCO,94117,37.775421,-122.437116,HAYESCONVALESCENT@ATT.NET,(415) 931-8806,34,,,,,,"https://www.google.com/maps/search/?api=1&query=37.775421,-122.437116"
220000060,CA220000060,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,27117.0,,,,THE AVENUES TRANSITIONAL CARE CENTER,2043 19TH AVE,SAN FRANCISCO,94116,37.749636,-122.476482,EBASA@ASPENHEALTH.COM,(415) 661-8787,140,,,,,,"https://www.google.com/maps/search/?api=1&query=37.749636,-122.476482"
220000061,CA2200061,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,39804.0,45637.0,,,PENINSULA POST-ACUTE,1609 TROUSDALE DR,BURLINGAME,94010,37.592775,-122.384592,CHARLIE.TREANOR@SANBRUNOHC.COM,(650) 652-3969,62,,,,,,"https://www.google.com/maps/search/?api=1&query=37.592775,-122.384592"
220000067,CA220000067,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,40674.0,45470.0,,,LAUREL HEIGHTS COMMUNITY CARE,2740 CALIFORNIA ST,SAN FRANCISCO,94115,37.78826231,-122.4396098,LAURELHEIGHTSCC@ATT.NET,(415) 567-3133,32,,,,,,"https://www.google.com/maps/search/?api=1&query=37.78826231,-122.4396098"
220000069,CA220000069,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,26604.0,,,,LINDA MAR CARE CENTER,751 SAN PEDRO TERRACE RD,PACIFICA,94044,37.589517,-122.501178,JLANE@NAHSN.COM,(650) 359-6030,59,,,,,,"https://www.google.com/maps/search/?api=1&query=37.589517,-122.501178"
220000076,CA220000076,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,25701.0,45673.0,,,PACIFICA NURSING AND REHABILITATION CENTER,385 ESPLANADE AVE,PACIFICA,94044,37.651446,-122.49225,RENEWALS@ENSIGNSERVICES.NET,(650) 993-5576,68,,,,,,"https://www.google.com/maps/search/?api=1&query=37.651446,-122.49225"
220000077,CA220000077,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,27117.0,45569.0,,,PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,2707 PINE ST,SAN FRANCISCO,94115,37.786887,-122.440545,GGERDING@ASPENSKILLEDHEALTH.COM,(415) 563-7600,120,,,,,,"https://www.google.com/maps/search/?api=1&query=37.786887,-122.440545"
220000081,CA220000081,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,31835.0,45505.0,,,SAN BRUNO SKILLED NURSING,890 EL CAMINO REAL,SAN BRUNO,94066,37.630476,-122.4171945,CHARLIE.TREANOR@SANBRUNOHC.COM,(650) 226-6678,45,,,,,,"https://www.google.com/maps/search/?api=1&query=37.630476,-122.4171945"
220000082,CA220000082,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,26298.0,45610.0,,,CITY VIEW POST ACUTE,1359 PINE ST,SAN FRANCISCO,94109,37.789623,-122.418288,BROOKE.KOYFMAN@VICTORIAPA.COM,(415) 673-8405,180,,,,,,"https://www.google.com/maps/search/?api=1&query=37.789623,-122.418288"
220000084,CA220000084,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,25372.0,45659.0,CCRC,,SEQUOIAS SAN FRANCISCO CONVALESCENT HOSPITAL,1400 GEARY BLVD,SAN FRANCISCO,94109,37.785546,-122.427135,TTUMBALE@SEQUOIALIVING.ORG,(415) 351-7903,50,,,,,,"https://www.google.com/maps/search/?api=1&query=37.785546,-122.427135"
220000085,CA220000085,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,24490.0,45498.0,CCRC,,THE SEQUOIAS,501 PORTOLA RD,PORTOLA VALLEY,94028,37.372329,-122.2211835,GHEIMLICH@SEQUOIALIVING.ORG,(650) 851-1501,43,,,,,,"https://www.google.com/maps/search/?api=1&query=37.372329,-122.2211835"
220000087,CA220000087,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,25500.0,45616.0,,,MILLBRAE CARE CENTER,33 MATEO AVE,MILLBRAE,94030,37.605447,-122.394303,ABBY@MILLBRAECARECENTER.COM,(650) 689-5784,140,,,,,,"https://www.google.com/maps/search/?api=1&query=37.605447,-122.394303"
220000088,CA220000088,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,27883.0,45300.0,,,ST. ANNE'S HOME,300 LAKE ST,SAN FRANCISCO,94118,37.787931,-122.462523,ASTSANFRAN@LITTLESISTERSOFTHEPOOR.ORG,(415) 751-6510,46,,,,,,"https://www.google.com/maps/search/?api=1&query=37.787931,-122.462523"
220000089,CA220000089,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,26861.0,,,,GOLDEN PAVILION HEALTHCARE,99 ESCUELA DR,DALY CITY,94015,37.674729,-122.47623,BPONGBANDITH@GOLDENPAVILIONHC.COM,(650) 994-3200,239,,,,,,"https://www.google.com/maps/search/?api=1&query=37.674729,-122.47623"
220000090,CA220000090,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,25082.0,,,,GOLDEN HEIGHTS HEALTHCARE,35 ESCUELA DR,DALY CITY,94015,37.674819,-122.477427,AAPATIRA@GOLDENHEIGHTSHC.COM,(650) 755-9515,102,,,,,,"https://www.google.com/maps/search/?api=1&query=37.674819,-122.477427"
220000094,CA220000094,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,24776.0,,,,VICTORIAN POST ACUTE,2121 PINE ST,SAN FRANCISCO,94115,37.787994,-122.43105,NEIL.SAMIA@SFPOSTACUTE.COM,(415) 922-5085,90,,,,,,"https://www.google.com/maps/search/?api=1&query=37.787994,-122.43105"
220000205,CA220000205,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,25860.0,45519.0,SUBACUTE - ADULT,,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF,601 DUBOCE AVE,SAN FRANCISCO,94117,37.76905359,-122.4346773,,(415) 600-6000,38,,,,,,"https://www.google.com/maps/search/?api=1&query=37.76905359,-122.4346773"
220000218,CA220000218,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,27942.0,45456.0,,,SAN MATEO MEDICAL CENTER D/P SNF,222 W 39TH AVE,SAN MATEO,94403,37.531332,-122.2993665,,(650) 573-2222,64,,,,,,"https://www.google.com/maps/search/?api=1&query=37.531332,-122.2993665"
220000349,CA220000026,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,24289.0,,,,AHMC SETON MEDICAL CENTER COASTSIDE D/P SNF,600 MARINE BLVD,MOSS BEACH,94038,37.527525,-122.5068795,GREGORYBURNS@VERITY.ORG,(650) 563-7100,116,,,,,,"https://www.google.com/maps/search/?api=1&query=37.527525,-122.5068795"
220000416,CA220000416,OPEN,LICENSED AND CERTIFIED,SAN MATEO,6081,31581.0,45447.0,SUBACUTE - ADULT,,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVE,DALY CITY,94015,37.680354,-122.474961,,(650) 992-4000,70,,,,,,"https://www.google.com/maps/search/?api=1&query=37.680354,-122.474961"
220000512,CA2200000512,OPEN,LICENSED ONLY,SAN FRANCISCO,6075,,,,,LAGUNA HONDA HOSPITAL & REHABILITATION CTR,375 LAGUNA HONDA BLVD,SAN FRANCISCO,94116,37.74879,-122.455809,,(415) 759-2300,769,,,,,,"https://www.google.com/maps/search/?api=1&query=37.74879,-122.455809"
220000518,CA220000518,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,24473.0,45587.0,,,JEWISH HOME & REHAB CENTER D/P SNF,302 SILVER AVE,SAN FRANCISCO,94112,37.728261,-122.429952,MSKAFF@JSLG.ORG,(415) 334-2500,362,,,,,,"https://www.google.com/maps/search/?api=1&query=37.728261,-122.429952"
220000888,CA220000853,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,35144.0,45520.0,,,SAN FRANCISCO GENERAL HOSPITAL D/P SNF,1001 POTRERO AVE,SAN FRANCISCO,94110,37.756161,-122.4056655,,(628) 206-8100,30,,,,,,"https://www.google.com/maps/search/?api=1&query=37.756161,-122.4056655"
220000971,CA220000971,OPEN,LICENSED AND CERTIFIED,SAN FRANCISCO,6075,36004.0,45512.0,CCRC,,SAN FRANCISCO TOWERS,1661 PINE ST,SAN FRANCISCO,94109,37.789047,-122.4229545,RBANNER@FRONTPORCH.NET,(415) 447-5505,27,,,,,,"https://www.google.com/maps/search/?api=1&query=37.789047,-122.4229545"
